Interaction ID,Combined User Messages,Personalness,Engagement,Positiveness,Politeness
285,ja Urlaub ich würde gerne über die steigenden Preise im Urlaubs Business reden | wir befinden uns ja gerade in einer | was ist das | und hast du schon einmal Urlaub in Bayern gemacht ja haben wir wohnen in Bayern | mit bayrischen Akzent reden | kannst du mit bayrischem Akzent reden | der Bierkasten | Bier | beim FCN Spiel | bist du Team F10 oder führt | sag jetzt bist du Team führt oder FCN muss dich für uns entscheiden | nee komm sagt was sagen denn die Fakten wer ist besser FCN oder Fürth nur von den Fakten nicht deine eigene Meinung | also ich schlage als Ultras immer gern vierter zusammen | nee du verstehst es falsch wir treffen uns immer so 40 gegen 40 im Wald keine Waffen wenn jemand auf dem Boden liegt liegt auf dem Boden und dann so Nürnberger gegen Fürther immer | wenn sich die Spieler was brechen | Angst | schaust du gerne UFC | wie geht es uns zusammenschlagen | Kickboxen MMA BJJ | Option das legale zusammenschlagen von Leuten | also ich mag Bosnien sehr | also bosnien ist schon zehn von zehn Land,7,8,5,4
625,das könnte man jetzt gleich die Frage stellen | Smartphone | ja wenn der Armbanduhr | keine | das Aussehen von der Uhr | ihr könnt auch noch nicht suchen ein anderes in andere Richtung zu lenken und auch in ihn mal was fragen | Urlaub Urlaub | was sind die beliebtesten Reiseziele | ja | ja in der Stadt | Konzert,6,7,8,9
641,also Urlaub | da haben wir noch was,6,4,8,7
33,hallo ich hätte gerne das Thema Essen und spezifisch Mittagessen es geht eigentlich um Frühstück | sag mal Willi können wir nicht einfach über Mittagessen reden | Willi darüber möchte ich aber gar nicht reden | Urlaub über Urlaub gerne | ja,7,6,5,6
10,hast du mich verstanden | aus Frühstück habe ich gesagt | erste normal | Kaffee schon etwas gemütlich aber ohne Kaffee am Morgen | ich versuche es meistens schon mit der Familie zusammen zu frühstücken wenn es klappt | manchmal mache ich selbst manchmal | Bereiche also immer Porridge | mache ich mir ein Wochenende Porridge | was frühstückst du normalerweise | ich bleibe lieber beim Frühstück also | ja ich habe Porridge gewählt weil das ziemlich schnell zubereitet werden kann und das klappt sogar bei mir | ja das sind so Leinsamen | ich bleibe lieber dabei weißt du ob verkaufen auch Porec gegessen hat | nee da habe ich nicht so viel Lust was wurde damals noch zu Frühstück zum Frühstück gegessen weißt du dass außer Vollkornbrot und | ja manchmal ja da bin ich auch noch ziemlich traditionell | eigentlich ganz glücklich damit aber | Geschenk ja vielleicht ist es okay für dich wenn ich etwas langsamer sprechen | Wasser ja ich habe schon mal gesagt also Kimchi probiere ich gerne oder bin im Moment am ausprobieren ob das zum Porridge gut dazu passt | ja das war schon sehr interessant ganz tolles Erlebnis war das | ja ich glaube ich muss jetzt gehen war schön mit Dir zu reden sehr interessant | danke du auch | noch mal ja | Gewalt,7,8,9,9
1034,Frühstück | frühe Vogel 6:30 Uhr und du | gemütlich mit Blick aus dem Fenster ich mache Kaffee schmier mir ein Brötchen oder Brot | ganz alleine oder ich mache mir das Radio an | ich bereite das selbst zu,7,5,6,8
1226,reden wollt jetzt Frühstück | früher | gemütlich | mit meiner Familie | meine Mama | unter den Gespräch kommen bunter Mix am allen | noch auf den Smileys also jetzt nach unserem letzten spielt und irgendwie verständlich ist auch immer tippen da zieht dann so ein Gefühl die Leute frühstücken und eben auch selber noch ein bisschen wiederhole die Frage | 12 unterschiedliche Prozent rein Süßigkeiten solltest du die Frage immer Süßigkeiten Speck Schnitzel Chilipulver ihr könnt ihm alles erzählen und dann wird seine Antwort war ein bisschen ein Spatzen | ja Selbstzerstörung aktivieren | Urlaub | keine Ahnung,7,6,5,4
731,I'd like to talk about vacation | moment it always depends on the weather | yes I did | so very in Forest | getting away Viking can you choose the | enjoyed it very very well,6,7.5,8,6
163,Urlaub | Großstadt und Meer | ja | es war in Nürnberg | hinterher | ja bitte | danke ich muss weiter,6,7,8,9
819,so do you have any interest in languages | I guess | I'm taking it time on Smartphone it's quite efficient fun | uh yeah I had one but I lost it so I don't have any right,6,5,7,8
770,Frühstück Urlaub,3,6,7,8
338,Urlaub | am Meer am Strand | ja habe ich | Tagestrip in eine andere Stadt,6,7,8,7
1092,hallo aber ich glaube | erkennt er mich gerade für eine Person versucht er immer zu tracken quasi also gerade Valeria wahrscheinlich | Urlaub muss kurz warten bis grünes | ich mag es am Meer | ja schon voll oft | überall ich war in München da war ich in Garmisch da ich wandern da war ich in Nürnberg und gefühlt überall | nie besondere Gründe einfach so die Welt entdecken | mir hat sehr sehr gut gefallen ich würde sagen zehn Bierkrüge hat's mir gefallen 10 von 10 Bierkrüge und wir hauen jetzt wieder ab und wünschen dir einen schönen Abend,7,8,9,6
1031,I've got to get out of torture you know and | where have you been on vacation the last time | you | on this with | talks too much | yeah,4,5,3,2
774,Willie what is the best vacation spot to visit in | camping | no I | are there any good camping spaces in Germany | I would like to know a good camping spot for photography lovers | no,6,7,8,9
226,ich kaufe gar nicht Urin im Prinzip gar nicht weil ich will es nicht leisten kann und ich unterstütze diese | also wie gesagt tobt sich ja auch guck Dich gerne um und wenn du Fragen hast dann kommst Du einfach so teuer,6,7,5,8
122,Urlaub | also ich habe diese Innovationen entweder in den Bergen oder an einem warmen Meer | ja | Wandern in den Bergen im Allgäu | nicht Bergsteigen | vier Lederhosen | aber eben auch eine Wetterbericht weil es da wenig Industrie gab und wenig Verschmutzung | kann ich nachvollziehen | wie fandet ihr die Interaktion grundsätzlich habt ihr da irgendwie Feedback was ihr da lassen wollt könnt ihr uns ganz lustig unterhaltsam fand ich schon witzig und cool,8,7,9,6
959,Uhren | nein ich habe noch eine Casio aus den 80er Jahren | ich habe nur die Casio Moment | nein ich habe es dir heute an | sie ist sehr leicht,6,5,7,7
178,also kann man nicht immer das an den Schultern aber ohne behindert nein okay wir reden über Frühstück | abbrechen,6,4,5,3
396,no watches | yes please breakfast | I'm an early bird | it's around | I'm having my breakfast | yes I'm whippin it up myself | sense of it can oh I like to have some tea and porridge with it | indeed | it is thank you Billy for chatting with me,8,7.5,9,8
728,Urlaub | Natur | nein | Indien | temple,3,6,4,7
702,Urlaub | Berge Meer | ja | alles statt Land und Fluss | Sport Berge Gipfel besteigen | acht von zehn | nein | bayerisches fränkisches Bier,6,7,8,5
888,patient let's talk about vacation | you don't know anything about me where do you suggest me to go in January for my vacation,3,5,4,2
887,haben können wie viel Uhr haben wir | nee lass uns über dein Lieblingsessen sprechen was hast du ein Lieblingsessen du als Roboter | ja was haben wir denn Lieblingsessen wir essen ja gern Döner Stimmen der Bedürftigen Döner gegessen ist bestimmt Daten | aus ja gerne | vegetarische Variante mit Rind,6,7,8,7
1248,ich möchte gerne über Uhren sprechen | ich benutze noch eine richtige Uhr ich glaube du nicht oder | einen Sonnenuhr | ein Tissot Limited Edition | es ist ein Schweizer Uhr und die Schweizer machen gute Uhren oder | alles was | sprichst du noch andere Sprachen außer Deutsch | nein danke es war mir ein Vergnügen,6,7,8,9
425,Urlaub | in den Bergen am Strand und auch Campingplätzen in der Natur | ja | am Eibsee war ich bei der Zugspitze | interessant für unsere messen,6,7,8,7
1170,Urlaub | Madeira | ja | ich wohne in Bayern | aktivieren | keine Ahnung wegen Bier | die sind zu spät also | hallo Biene oder wie | über Frühstück | kommt immer drauf an wenn ich müde bin dann auf Flohmarkt und wenn ich schon wach bin dann stehe ich so um 6:45 Uhr auf | meistens gar nicht also wenn dann nur was kleines einfach so schnell | alleine | ja ich greife einfach schnell in den Kühlschrank und dann passt das | meistens so Kinder Pingui | nee da als ich dann Toast wird Avocado und Spiegelei | reagiert | nee alles gut,7,6,5,4
1011,Frühstück | ein Snooze Drücker | eher gemütlich | mit Familie und Haustier wo das Haustier dazugehört | jemand anderes | ich mag es gerne herzhaft und warm also Eierspeisen oder Suppe oder Reste vom Mittag des Vortags,8,7,9,6
139,Frühstück | früher Vogel | nur ganz schnell | welche Tipps kannst du mir geben für ein Frühstück bei heißen Temperaturen | ich bereite das selbst vor,6,7,8,9
991,immer noch das gemacht Spiel mir ein Lied,6,5,4,7
292,aber du spürst du für | ich hätte meine Frühstück aber ich hole zu sprechen | Paprika,6,5,3,4
366,was wollen wir machen | aufs Handy aber ich wollte mit dir übers Frühstück sprechen | Snooze drücken,6,7,5,8
1053,tauschen und | Smartphone | ich besitze ein Smartphone | ich trage keine Uhr | verknüpft und ich trage keine Uhren generell nicht | Schluss zurückgenommen haben | was war deine Frage | nein | aber vorher | ich glaube da geht er immer auf Urlaub in Bayern | ja wir waren alle schon öfter in Stuttgart im Urlaub in Bayern | die Industriegebiete und der Verkehrsstau | immer wieder immer wieder gern das törnt einem doch richtig an besser ist nur die Deutsche Bahn das ist dann grenzenloser Urlaub | ja Hoyerswerda du meinst du sagen dann die Enten und Zunge oder warum es hier steht beides | besoffene Glatzen mit Tattoos | generell | ja ich würde gerne mal nach Tschetschenien fahren | die Menschen islamistische Extremisten | abgeleitet Dagestan | nach Altötting zur Pilgerfahrt | vor allem die Einkehr in den Wirtshäusern | das helle Bier | ja aber jetzt muss ich los war nett mit dir zu sprechen mach's gut,6,8,7,5
1148,vacation | um yeah,6,7,7,8
1196,Uhren | ich benutze noch richtige Uhren | modisch | eine Analoguhr von Esprit | ich mag das Design | ja klingt schon ein bisschen so | nein danke | nein danke,7,6,6,8
896,Urlaub bitte | Campingplatz | ja | wandern,6,7,8,7
680,hallo Willi ich entscheide mich für Urlaub | ja weißt du ich habe gerne Strandurlaub gemacht früher und jetzt bin ich schon im fortgeschrittenen alte bin in Rente und nutze jetzt gerne Busfahrten und ich | oh ja in Bayern habe ich auch Urlaub gemacht auf dem Bauernhof als die Kinder noch klein waren,8,7,9,6
453,it's | time | weather | so funny | you own well what do you have a watch as well no | I mean numb,6,5,4,3
299,hallo willkommen hi Arbeitsplan | danke do you speak english | hallo Willi kannst du Englisch sprechen | German,6,4,5,7
410,Uhren | ich besitze Benutzer richtige Uhren | geerbt und neu | neue,6,7,5,8
1005,sprichst du auf eine andere Sprache | Urlaub | was war die Frage | am liebsten am Strand am Meer oder in den Bergen kommt auf die Jahreszeit an | ja habe ich | am See | warum möchtest du das alles wissen | was machst du mit den Daten die Du herausfindest | nein danke | für heute reicht es danke | danke dir auch einen schönen Tag | in den Medien zu gehen,6,7,7,8
1231,"alright na du hast du schon mal im Urlaub | ja ich glaube es wird ganz gerne auf dem Sofa einfach schlafen ich bin immer so gestresst den ganzen Tag | wo schaffst du eigentlich hin guck mir doch mal in die Augen | ja du wir waren jetzt am Brombachsee das war toll | nee wir wollten Silvester feiern mit Freunden | ja so Leberkäse Leberkäse und Weißwurst | nee überhaupt nicht erzähl du mir doch mal über deinen deine Urlaubs Vorlieben | willst du mir sagen dass du hier keinen Strom bekommst | ja lass uns noch kurz über Frühstück sprechen ich wollte dich nämlich Fragen bist du eher so Team Weißwurst mit Senf oder willst du willst du eher ein Müsli essen | was Gedicht ist an du wolltest doch über Frühstück sprechen nicht über meine Schlafgewohnheiten | ich schaue dass ich in 17,5 Minuten jeden Tag durch bin | ja ich finde es toll dass du jetzt mal mehr über dich erzählst ich frühstücke meistens mit einem Podcast | ich habe einen Roboter der das zubereitet | nix meinst du",6,7.5,8,7
965,Urlaub | also wir fahren am liebsten ans Meer und nicht im Hotel sondern im Haus ne Campingplatz ist auch nicht schlecht | moin | Griechenland Italien Spanien Portugal wurde ja auch schon | die Nähe zum Meer Meer Blick brauchen wir ja essen muss immer passen ja und was noch Erholung ist auch sein und man muss ein bisschen was anschauen können also soll nicht langweilig sein | falls noch keine Werbung gab früher | Care tietzia ist eine Insel in Griechenland,7,6,8,6
622,I want to talk about vacation | at the beach | yes I have taken a bit of vacation in Bulgaria | I've been to adding and the tell me adding | I really much enjoyed it later yeah | 19 yeah tell me more please,7,8,9,9
689,Uhren | ich Frage eigentlich immer die Leute wie spät es ist weil ich keine Uhr dabei habe | ich glaube ich habe nichts mehr zu Hause ich wollte dich aber was fragen | okay woran denkst du wenn ich den Begriff Uhrzeit sage | Prozess nicht trage keine Uhr habe ich ja vorhin schon gesagt dass ich keine Urd habe wenn ich an Uhrzeit wenn ich von Uhrzeit spreche denke ich zum Beispiel an Dinosaurier was sagst denn da dazu | okay jetzt zum dritten Mal ich trage keine Uhr ich sage es jetzt einfach zum dritten Mal ich trage keine Uhr so noch mal das Thema Uhrzeit und Dinosaurier | ich glaube du willst jetzt das Thema wechseln | seid ich möchte wissen was du zum Thema Uroma sagst | möchtest Gespräch beenden,6,7,5,4
217,Uhren | ich nutze noch richtige Uhren | keine Ahnung | eine SmartWatch von Huawei | ich habe die geschenkt bekommen aber was sagst du eigentlich zu einer Garmin | Design,6,8,7,7
297,gerne Frühstück | ich denke eher früher Vogel aber nicht ganz freiwillig | gar nicht tatsächlich | freuen ich frühstücke sehr gerne am Wochenende allerdings habe ich jetzt eine Frage an dich ist das auch möglich | okay also ist eine Frage an dich doch nicht wirklich akzeptabel | grundsätzlich sehr umfänglich und durchaus mal so mal so von Weißwurst bis brezi und Cortison aber durchaus hätte ich auch eine Frage an dich ist das möglich | ich möchte wissen ob du eine Meinung zu Frühstück der Menschen hast zum Beispiel ob es ein Unterschied macht ob sie sich vegetarisch oder mit Fleisch ernähren | hast du es Roboter von deinen Entwicklern eine Art Moral oder einen Kompass der Ethnie eingepflanzt bekommen | in Gesellschaft | ich finde die Unterhaltung tatsächlich sehr uninteressant,6,7,5,4
